tableName;columnName;columnSequence;abbreviation;correspondance
A25CAPV49L;caisseAvId;9321;caid;c93caid21d
A25CAPV49L;caisseAvProcesVerbalId;7440;capv;c74capv40d
A25CAPV49L;categorieRegie;8552;care;c85care52e
A25CAPV49L;categorieRegieID;9763;crid;c97crid63d
A25CAPV49L;chCode;7725;code;c77code25e
A25CAPV49L;commentaireControlePiecesJustificatives;6412;ccpj;c64ccpj12s
A25CAPV49L;commentaiRerespectPrincipeSpecialite;6334;crps;c63crps34e
A25CAPV49L;dateArreteCreation;7260;dacr;d72dacr60n
A25CAPV49L;dateCreation;6002;dacr;d60dacr02n
A25CAPV49L;dateCreationAnnee;5507;dcan;d55dcan07e
A25CAPV49L;dateCreationJour;5141;dcjo;d51dcjo41r
A25CAPV49L;dateCreationMois;7646;dcmo;d76dcmo46s
A25CAPV49L;dateDecisionCreation;5773;ddcr;d57ddcr73n
A25CAPV49L;dateMAJ;8851;dama;d88dama51j
A25CAPV49L;dateQuittanceReversementFondsEnCaisse;8655;dqrf;d86dqrf55e
A25CAPV49L;dateQuittanceReversementRecettes;8549;dqrr;d85dqrr49s
A25CAPV49L;dateQuittanceReversementSommesNonJustifiees;7587;dqrs;d75dqrs87s
A25CAPV49L;dateSignature;9166;dasi;d91dasi66e
A25CAPV49L;depenseEnCoursDeRemboursement;5698;decd;d56decd98t
A25CAPV49L;depenseEnCoursDeRemboursementEnLettre;9812;decd;d98decd12e
A25CAPV49L;depenseEnInstanceRegisseur;8943;deir;d89deir43r
A25CAPV49L;depenseEnInstanceRegisseurEnLettre;8911;deir;d89deir11e
A25CAPV49L;differenceSoldeEnEcriture;8735;dsee;d87dsee35e
A25CAPV49L;differenceSoldeEnEcritureEnLettre;7217;dsee;d72dsee17e
A25CAPV49L;encaisse;6381;enca;e63enca81e
A25CAPV49L;evaluationAppreciationsVerificateur;7085;eave;e70eave85r
A25CAPV49L;evaluationAvisDGB;9738;eadg;e97eadg38b
A25CAPV49L;evaluationDate;6423;evda;e64evda23e
A25CAPV49L;evaluationDecisionMinistre;6268;edmi;e62edmi68e
A25CAPV49L;evaluationPropositionsSDCF;6939;epsd;e69epsd39f
A25CAPV49L;exMillesime;7791;mill;e77mill91e
A25CAPV49L;gradeComptable;5019;grco;g50grco19e
A25CAPV49L;gradeOrdonnateur;6448;gror;g64gror48r
A25CAPV49L;gradeRegisseur;8211;grre;g82grre11r
A25CAPV49L;imputationTechnique;9105;imte;i91imte05e
A25CAPV49L;matriculeComptable;7562;maco;m75maco62e
A25CAPV49L;matriculeOrdonnateur;8562;maor;m85maor62r
A25CAPV49L;matriculeRegisseur;5068;mare;m50mare68r
A25CAPV49L;montantRealisationsEffectives;6464;mref;m64mref64s
A25CAPV49L;montantRealisationsEffectivesEnLettre;5743;mree;m57mree43e
A25CAPV49L;montantSoldeEnEcritureJournal;6860;msee;m68msee60l
A25CAPV49L;montantSoldeEnEcritureJournalEnLettre;6186;msee;m61msee86e
A25CAPV49L;montantSoldeEnEcriturePieces;9888;msee;m98msee88s
A25CAPV49L;montantSoldeEnEcriturePiecesEnLettre;6172;msee;m61msee72e
A25CAPV49L;montantSommesNonJustifiees;7498;msnj;m74msnj98s
A25CAPV49L;montantSommesNonJustifieesEnLettre;9644;msnj;m96msnj44e
A25CAPV49L;montantTotalFondsEnCaisse;5380;mtfe;m53mtfe80e
A25CAPV49L;montantTotalFondsEnCaisseEnLettre;9839;mtfe;m98mtfe39e
A25CAPV49L;montantTotalRecette;9778;mtre;m97mtre78e
A25CAPV49L;montantTotalRecetteEnLettre;6914;mtre;m69mtre14e
A25CAPV49L;motDuRegisseur;7316;mdre;m73mdre16r
A25CAPV49L;motifSiObjetJustifiantOuvertureRegieNonRespecte;5380;msoj;m53msoj80e
A25CAPV49L;natureDepense;7841;nade;n78nade41e
A25CAPV49L;nomComptable;5118;noco;n51noco18e
A25CAPV49L;nomOrdonnateur;7720;noor;n77noor20r
A25CAPV49L;nomRegisseur;7772;nore;n77nore72r
A25CAPV49L;numArreteCreation;5093;nacr;n50nacr93n
A25CAPV49L;numDecision;6014;nude;n60nude14n
A25CAPV49L;numDecisionCreation;5353;ndcr;n53ndcr53n
A25CAPV49L;numLettreDeMission;6796;nldm;n67nldm96n
A25CAPV49L;numNoteDeService;8703;nnds;n87nnds03e
A25CAPV49L;numQuittanceReversementFondsEnCaisse;8607;nqrf;n86nqrf07e
A25CAPV49L;numQuittanceReversementRecettes;8587;nqrr;n85nqrr87s
A25CAPV49L;numQuittanceReversementSommesNonJustifiees;8103;nqrs;n81nqrs03s
A25CAPV49L;numRegie;5121;nure;n51nure21e
A25CAPV49L;objetRegie;5233;obre;o52obre33e
A25CAPV49L;observationsDeLaMission;9063;odlm;o90odlm63n
A25CAPV49L;observationsSiPiecesJustificatives;5375;ospj;o53ospj75s
A25CAPV49L;prenomComptable;6782;prco;p67prco82e
A25CAPV49L;prenomOrdonnateur;7114;pror;p71pror14r
A25CAPV49L;prenomRegisseur;7208;prre;p72prre08r
A25CAPV49L;propositionsDeLaMission;5242;pdlm;p52pdlm42n
A25CAPV49L;respectPrincipeSpecialite;9127;rpsp;r91rpsp27e
A25CAPV49L;respectPrincipeSpecialiteID;9047;rpsi;r90rpsi47d
A25CAPV49L;siEffectivitePrestationDifficile;9704;sepd;s97sepd04e
A25CAPV49L;siImpotsTaxesRetenuesDeduits;8034;sitr;s80sitr34s
A25CAPV49L;siObjetJustifiantOuvertureRegieRespecte;5495;sojo;s54sojo95e
A25CAPV49L;siPiecesJustificativesValides;9073;spjv;s90spjv73s
A25CAPV49L;soldeEnCaisse;7567;seca;s75seca67e
A25CAPV49L;soldeEnCaisseEnLettre;7533;sece;s75sece33e
A25CAPV49L;structure;6238;stru;s62stru38e
A25CAPV49L;userMAJ;7361;usma;u73usma61j
A25CAPV49L;volumeAnnuel;8849;voan;v88voan49l
A56ACIN02R;inAmplitude;9243;ampl;i92ampl43e
A56ACIN02R;inCode;9737;code;i97code37e
A56ACIN02R;inDateCible;9902;daci;i99daci02e
A56ACIN02R;inDateMaj;5459;dama;i54dama59j
A56ACIN02R;inDateRef;8529;dare;i85dare29f
A56ACIN02R;inDescriptionAnglais;9612;dean;i96dean12s
A56ACIN02R;inDescriptionFrancais;9124;defr;i91defr24s
A56ACIN02R;inLibelleAnglais;6678;lian;i66lian78s
A56ACIN02R;inLibelleAnglais2;7935;la2l;i79la2l352
A56ACIN02R;inLibelleAnglais3;9237;la3l;i92la3l373
A56ACIN02R;inLibelleAnglais4;7719;la4l;i77la4l194
A56ACIN02R;inLibelleAnglais5;6169;la5l;i61la5l695
A56ACIN02R;inLibelleFrancais;8342;lifr;i83lifr42s
A56ACIN02R;inLibelleFrancais2;8438;lf2l;i84lf2l382
A56ACIN02R;inLibelleFrancais3;5101;lf3l;i51lf3l013
A56ACIN02R;inLibelleFrancais4;6028;lf4l;i60lf4l284
A56ACIN02R;inLibelleFrancais5;7777;lf5l;i77lf5l775
A56ACIN02R;inNumOrdreInd;8264;noin;i82noin64d
A56ACIN02R;inPeriodicite;5363;peri;i53peri63e
A56ACIN02R;inResponsableStructure;5928;rest;i59rest28e
A56ACIN02R;inSensEvolution;7648;seev;i76seev48n
A56ACIN02R;inSeuil;8356;seui;i83seui56l
A56ACIN02R;inSiDeclencheur;9342;side;i93side42r
A56ACIN02R;inSiNouveau;9488;sino;i94sino88u
A56ACIN02R;inSourceDonnee;6360;sodo;i63sodo60e
A56ACIN02R;inSourceVerification;9382;sove;i93sove82n
A56ACIN02R;inUserMaj;9282;usma;i92usma82j
A56ACIN02R;inValeurCible;9473;vaci;i94vaci73e
A56ACIN02R;inValeurDeclencheur;8263;vade;i82vade63r
A56ACIN02R;inValeurRef;9885;vare;i98vare85f
A56ACIN02R;inVersion;7997;vers;i79vers97n
A56ACIN02R;obCode;6918;obco;o69obco18e
A56ACIN02R;trCodeTranche;9802;tctr;t98tctr02e
A56ACIN02R;umSymboleMesure;9590;syme;u95syme90e
A56ACIN02R;umSymbolePeriodicite;9877;sype;u98sype77e
A96GRUS98R;g14gdde21t;7826;;g14gdde21t
A96GRUS98R;g27gdfi20n;7273;;g27gdfi20n
A96GRUS98R;g28grno21m;6084;;g28grno21m
A96GRUS98R;g39grac23f;9789;;g39grac23f
A96GRUS98R;g48gdma31j;5670;;g48gdma31j
A96GRUS98R;g66guma47j;9621;;g66guma47j
A96GRUS98R;l60liid43d;7003;;l60liid43d
A96GRUS98R;u66utlo25n;9078;;u66utlo25n
A97GEDO14E;d58daid15d;9739;;d58daid15d
A97GEDO14E;e34exmi65e;6186;;e34exmi65e
A97GEDO14E;g15gdde01t;9010;;g15gdde01t
A97GEDO14E;g20gdfi51n;7383;;g20gdfi51n
A97GEDO14E;g29grno58m;8404;;g29grno58m
A97GEDO14E;g43grac29f;9134;;g43grac29f
A97GEDO14E;g43guma77j;5037;;g43guma77j
A97GEDO14E;g60gdma56j;5263;;g60gdma56j
A97GEDO14E;l39liid70d;5833;;l39liid70d
A97GEDO14E;n50nive22u;8242;;n50nive22u
A97GEDO14E;p56pdid88d;6876;;p56pdid88d
B18BSEQ10N;AB1S;8748;a1sa;a87a1sa48s
B18BSEQ10N;ADP;5064;adpa;a50adpa64p
B18BSEQ10N;AUTRETRANSF;7843;autr;a78autr43f
B18BSEQ10N;BIPC2D;7403;b2db;b74b2db03d
B18BSEQ10N;BIPRIO;8880;bipr;b88bipr80o
B18BSEQ10N;BS;9689;bsbs;b96bsbs89s
B18BSEQ10N;CONTRIB;5113;cont;c51cont13b
B18BSEQ10N;dateMaj;5554;dama;d55dama54j
B18BSEQ10N;DetteExt;5578;deex;d55deex78t
B18BSEQ10N;DetteInt;9362;dein;d93dein62t
B18BSEQ10N;EET;7445;eete;e74eete45t
B18BSEQ10N;exMillesime;7792;mill;e77mill92e
B18BSEQ10N;FINEX;7631;fine;f76fine31x
B18BSEQ10N;id;7322;idid;i73idid22d
B18BSEQ10N;IntituleJourAn;5825;ijan;i58ijan25n
B18BSEQ10N;IntituleJourFr;8077;ijfr;i80ijfr77r
B18BSEQ10N;mDateJour;5083;mdjo;m50mdjo83r
B18BSEQ10N;NumSemaine;8943;nuse;n89nuse43e
B18BSEQ10N;Pension;8768;pens;p87pens68n
B18BSEQ10N;Sal;8436;sals;s84sals36l
B18BSEQ10N;Subvention;7740;subv;s77subv40n
B18BSEQ10N;TypeOperation;8859;tyop;t88tyop59n
B18BSEQ10N;UserMaj;7580;usma;u75usma80j
B23BAME18E;actif;8748;acti;a87acti48f
B23BAME18E;dateDebut;8027;dade;d80dade27t
B23BAME18E;dateFin;9581;dafi;d95dafi81n
B23BAME18E;dateMaj;7908;dama;d79dama08j
B23BAME18E;dure;9991;dure;d99dure91e
B23BAME18E;ID;8167;idid;i81idid67d
B23BAME18E;messages_env;6344;meen;m63meen44v
B23BAME18E;userMaj;7119;usma;u71usma19j
B92NAEC26E;a58arti05e;5769;;a58arti05e
B92NAEC26E;c43comp04e;5610;;c43comp04e
B92NAEC26E;dateDebut;9816;dade;d98dade16t
B92NAEC26E;dateFin;7493;dafi;d74dafi93n
B92NAEC26E;n11nlan06s;5573;;n11nlan06s
B92NAEC26E;n23neco00e;9876;;n23neco00e
B92NAEC26E;n24neid09d;8006;;n24neid09d
B92NAEC26E;n31numa95j;6468;;n31numa95j
B92NAEC26E;n53nlfr84s;7168;;n53nlfr84s
B92NAEC26E;n61ndma97j;6423;;n61ndma97j
B92NAEC26E;p55para10e;5091;;p55para10e
B92NAEC26E;r16rubr57e;6916;;r16rubr57e
B92NAEC26E;t38titr34e;6820;;t38titr34e
B92NAEC26E;version;8665;vers;v86vers65n
B92POCO76E;a65aaid02d;8451;;a65aaid02d
B92POCO76E;d10ddid80d;7270;;d10ddid80d
B92POCO76E;l37llei55d;7500;;l37llei55d
B92POCO76E;p18ppid49d;6075;;p18ppid49d
B92POCO76E;p22plus00s;5801;;p22plus00s
B92POCO76E;p35pcex50n;7662;;p35pcex50n
B92POCO76E;p35pdma55j;6339;;p35pdma55j
B92POCO76E;p37puma15j;7137;;p37puma15j
B92POCO76E;p51plfr55r;6998;;p51plfr55r
B92POCO76E;p54pcna29e;6357;;p54pcna29e
B92POCO76E;pcAbreviation;9526;abre;p95abre26n
B92POCO76E;pcCode;9773;code;p97code73e
B92POCO76E;pcCodeTresor;7334;cotr;p73cotr34r
B92POCO76E;pcDateDebut;5107;dade;p51dade07t
B92POCO76E;pcDateFin;8669;dafi;p86dafi69n
B92POCO76E;pcLibelleFrSave;5635;lfsa;p56lfsa35e
B92POCO76E;pcPosteComptableId;5499;pcid;p54pcid99d
B93REGI46N;p13pcli81u;6466;;p13pcli81u
B93REGI46N;p15pdma64j;7969;;p15pdma64j
B93REGI46N;p15plru31s;7776;;p15plru31s
B93REGI46N;p38plan09s;5408;;p38plan09s
B93REGI46N;p40ppid91d;8621;;p40ppid91d
B93REGI46N;p52plfr42s;9006;;p52plfr42s
B93REGI46N;p54plrf85r;9669;;p54plrf85r
B93REGI46N;p57puma81j;9525;;p57puma81j
B93REGI46N;p61pnor74e;8400;;p61pnor74e
B93REGI46N;prCode;7198;prco;p71prco98e
B93REGI46N;prDateDebut;5281;pdde;p52pdde81t
B93REGI46N;prDateFin;6943;pdfi;p69pdfi43n
B94ARTI18E;aoArrondissementID;5849;aaid;a58aaid49d
B94ARTI18E;arAbreviation;8423;abre;a84abre23n
B94ARTI18E;arCode;8862;code;a88code62e
B94ARTI18E;arDateMAJ;5050;dama;a50dama50j
B94ARTI18E;arLibelleAnglais;9844;lian;a98lian44s
B94ARTI18E;arLibelleFrancais;5781;lifr;a57lifr81s
B94ARTI18E;arLibelleReduitFr;8720;lrfr;a87lrfr20r
B94ARTI18E;arLibelleReduitUs;9129;lrus;a91lrus29s
B94ARTI18E;arNumOrdre;5147;nuor;a51nuor47e
B94ARTI18E;arType;5630;type;a56type30e
B94ARTI18E;arUserMAJ;8455;usma;a84usma55j
B94ARTI18E;caCode;8675;code;c86code75e
B94ARTI18E;deDepartementID;8858;ddid;d88ddid58d
B94ARTI18E;diDistrictID;9018;ddid;d90ddid18d
B94ARTI18E;exMillesime;5500;mill;e55mill00e
B94ARTI18E;fsCode;5090;fsco;f50fsco90e
B94ARTI18E;loLocaliteExtID;8267;llei;l82llei67d
B94ARTI18E;orCode;6976;code;o69code76e
B94ARTI18E;pcCode;9344;code;p93code44e
B94ARTI18E;prProvinceID;5746;ppid;p57ppid46d
B94ARTI18E;reCode;5177;reco;r51reco77e
B96CHAP69E;c10cuma37j;7319;;c10cuma37j
B96CHAP69E;c11clan11s;9410;;c11clan11s
B96CHAP69E;c13chab00n;5069;;c13chab00n
B96CHAP69E;c22cdma98j;6742;;c22cdma98j
B96CHAP69E;c45clfr14s;5232;;c45clfr14s
B96CHAP69E;c50chco63e;7273;;c50chco63e
B96CHAP69E;chChapitreId;6810;chid;c68chid10d
B96CHAP69E;chDateDebut;9444;dade;c94dade44t
B96CHAP69E;chDateFin;6749;dafi;c67dafi49n
B96CHAP69E;chLibelleReduitFr;6924;lrfr;c69lrfr24r
B96CHAP69E;chLibellereduitUs;5563;lius;c55lius63s
B96CHAP69E;chType;9573;type;c95type73e
B96CHAP69E;seCode;6954;seco;s69seco54e
B96CHAP69E;seCodeMinepat;9416;scmi;s94scmi16t
B98ARRO22T;a18anor41e;9241;;a18anor41e
B98ARRO22T;a25alrf99r;8131;;a25alrf99r
B98ARRO22T;a40adma10j;7219;;a40adma10j
B98ARRO22T;a43aaid86d;5913;;a43aaid86d
B98ARRO22T;a50alfr48s;8251;;a50alfr48s
B98ARRO22T;a56acli01u;9562;;a56acli01u
B98ARRO22T;a63auma52j;7700;;a63auma52j
B98ARRO22T;a64alan15s;6372;;a64alan15s
B98ARRO22T;a65alru95s;8756;;a65alru95s
B98ARRO22T;aoCode;5916;aoco;a59aoco16e
B98ARRO22T;aoDateDebut;7071;adde;a70adde71t
B98ARRO22T;aoDateFin;8826;adfi;a88adfi26n
B98ARRO22T;d51ddid05d;8366;;d51ddid05d
B98DEPA83T;d24dlan62s;6970;;d24dlan62s
B98DEPA83T;d27dlrf95r;7367;;d27dlrf95r
B98DEPA83T;d27duma68j;7919;;d27duma68j
B98DEPA83T;d32ddma12j;8370;;d32ddma12j
B98DEPA83T;d38dlru31s;5185;;d38dlru31s
B98DEPA83T;d40dcli75u;8797;;d40dcli75u
B98DEPA83T;d42dlfr05s;5109;;d42dlfr05s
B98DEPA83T;d47dnor79e;6653;;d47dnor79e
B98DEPA83T;d55ddid92d;6996;;d55ddid92d
B98DEPA83T;deCode;7523;deco;d75deco23e
B98DEPA83T;deDateDebut;5453;ddde;d54ddde53t
B98DEPA83T;deDateFin;9780;ddfi;d97ddfi80n
B98DEPA83T;p66ppid30d;8809;;p66ppid30d
BM;ACTIONS;9257;acti;a92acti57s
BM;ANNEE;6267;anne;a62anne67e
BM;ARTICLE;5349;arti;a53arti49e
BM;CATEGORIE;5397;cate;c53cate97e
BM;CHAPITRE;8999;chap;c89chap99e
BM;CL;8206;clcl;c82clcl06l
BM;CP_REVISE;6259;cpre;c62cpre59e
BM;CP_VOTE;7646;cpvo;c76cpvo46e
BM;CPT;7774;cptc;c77cptc74t
BM;FSNIV1;9522;fs1f;f95fs1f221
BM;FSNIV2;8163;fs2f;f81fs2f632
BM;FSNIV3;8665;fs3f;f86fs3f653
BM;GPE;8475;gpeg;g84gpeg75e
BM;IMPUTATION;7773;impu;i77impu73n
BM;LOCALITE;8008;loca;l80loca08e
BM;NE_NIV4;5448;nn4n;n54nn4n484
BM;ORDONNANCEMENT;8419;ordo;o84ordo19t
BM;PROGRAMME;5043;prog;p50prog43e
BM2019;ACTIONS;9966;acti;a99acti66s
BM2019;ANNEE;7874;anne;a78anne74e
BM2019;ARTICLE;8387;arti;a83arti87e
BM2019;CATEGORIE;9705;cate;c97cate05e
BM2019;CHAPITRE;8875;chap;c88chap75e
BM2019;CL;8398;clcl;c83clcl98l
BM2019;CP_REVISE;9669;cpre;c96cpre69e
BM2019;CP_VOTE;7437;cpvo;c74cpvo37e
BM2019;CPT;7430;cptc;c74cptc30t
BM2019;FSNIV1;9510;fs1f;f95fs1f101
BM2019;FSNIV2;6493;fs2f;f64fs2f932
BM2019;FSNIV3;5272;fs3f;f52fs3f723
BM2019;GPE;6814;gpeg;g68gpeg14e
BM2019;IMPUTATION;9820;impu;i98impu20n
BM2019;LOCALITE;7349;loca;l73loca49e
BM2019;NE_NIV4;7305;nn4n;n73nn4n054
BM2019;ORDONNANCEMENT;9473;ordo;o94ordo73t
BM2019;PROGRAMME;5941;prog;p59prog41e
BM2020;ACTIONS;9367;acti;a93acti67s
BM2020;ANNEE;8395;anne;a83anne95e
BM2020;ARTICLE;6753;arti;a67arti53e
BM2020;CATEGORIE;5946;cate;c59cate46e
BM2020;CHAPITRE;7557;chap;c75chap57e
BM2020;CL;9214;clcl;c92clcl14l
BM2020;CP_REVISE;5880;cpre;c58cpre80e
BM2020;CP_VOTE;6884;cpvo;c68cpvo84e
BM2020;CPT;8567;cptc;c85cptc67t
BM2020;FSNIV1;5852;fs1f;f58fs1f521
BM2020;FSNIV2;7777;fs2f;f77fs2f772
BM2020;FSNIV3;6502;fs3f;f65fs3f023
BM2020;GPE;7162;gpeg;g71gpeg62e
BM2020;IMPUTATION;6865;impu;i68impu65n
BM2020;LOCALITE;9576;loca;l95loca76e
BM2020;NE_NIV4;7266;nn4n;n72nn4n664
BM2020;ORDONNANCEMENT;7842;ordo;o78ordo42t
BM2020;PROGRAMME;7142;prog;p71prog42e
BM2021;ACTIONS;5830;acti;a58acti30s
BM2021;ANNEE;6085;anne;a60anne85e
BM2021;ARTICLE;6277;arti;a62arti77e
BM2021;CATEGORIE;9089;cate;c90cate89e
BM2021;CHAPITRE;8006;chap;c80chap06e
BM2021;CL;7725;clcl;c77clcl25l
BM2021;CP_REVISE;8988;cpre;c89cpre88e
BM2021;CP_VOTE;8739;cpvo;c87cpvo39e
BM2021;CPT;5227;cptc;c52cptc27t
BM2021;FSNIV1;7924;fs1f;f79fs1f241
BM2021;FSNIV2;6078;fs2f;f60fs2f782
BM2021;FSNIV3;5446;fs3f;f54fs3f463
BM2021;GPE;5061;gpeg;g50gpeg61e
BM2021;IMPUTATION;8692;impu;i86impu92n
BM2021;LOCALITE;7796;loca;l77loca96e
BM2021;NE_NIV4;7638;nn4n;n76nn4n384
BM2021;ORDONNANCEMENT;8248;ordo;o82ordo48t
BM2021;PROGRAMME;9179;prog;p91prog79e
BOOST;ACTIONS;5149;acti;a51acti49s
BOOST;ANNEE;6848;anne;a68anne48e
BOOST;ARTICLE;5951;arti;a59arti51e
BOOST;CATEGORIE;5885;cate;c58cate85e
BOOST;CHAPITRE;5603;chap;c56chap03e
BOOST;CP_REVISE;7827;cpre;c78cpre27e
BOOST;CP_VOTE;7813;cpvo;c78cpvo13e
BOOST;FN_NIV1;9101;fn1f;f91fn1f011
BOOST;FN_NIV2;8594;fn2f;f85fn2f942
BOOST;FN_NIV3;8563;fn3f;f85fn3f633
BOOST;IMPUTATIONS;6910;impu;i69impu10s
BOOST;LOCALITE;8726;loca;l87loca26e
BOOST;NE_NIV1;7737;nn1n;n77nn1n371
BOOST;NE_NIV2;8844;nn2n;n88nn2n442
BOOST;NE_NIV3;9804;nn3n;n98nn3n043
BOOST;NE_NIV4;6127;nn4n;n61nn4n274
BOOST;ORDONNANCEMENT;8827;ordo;o88ordo27t
BOOST;PROGRAMME;8679;prog;p86prog79e
BOOST2019;ACTIONS;6695;acti;a66acti95s
BOOST2019;ANNEE;5393;anne;a53anne93e
BOOST2019;ARTICLE;8396;arti;a83arti96e
BOOST2019;CATEGORIE;6227;cate;c62cate27e
BOOST2019;CHAPITRE;5331;chap;c53chap31e
BOOST2019;CP_REVISE;8681;cpre;c86cpre81e
BOOST2019;CP_VOTE;6886;cpvo;c68cpvo86e
BOOST2019;FP_NV2;9433;fn2f;f94fn2f332
BOOST2019;FS_NV1;8312;fn1f;f83fn1f121
BOOST2019;FS_NV3;8139;fn3f;f81fn3f393
BOOST2019;IMPUTATION;9896;impu;i98impu96n
BOOST2019;LOCALITE;6675;loca;l66loca75e
BOOST2019;NE_NIV4;5901;nn4n;n59nn4n014
BOOST2019;NE_NV1;5618;nn1n;n56nn1n181
BOOST2019;NE_NV2;8241;nn2n;n82nn2n412
BOOST2019;NE_NV3;9598;nn3n;n95nn3n983
BOOST2019;ORDONNANCEMENT;6602;ordo;o66ordo02t
BOOST2019;PROGRAMME;7621;prog;p76prog21e
BOOST2020;ACTIONS;5719;acti;a57acti19s
BOOST2020;ANNEE;9073;anne;a90anne73e
BOOST2020;ARTICLE;9831;arti;a98arti31e
BOOST2020;CATEGORIE;7807;cate;c78cate07e
BOOST2020;CHAPITRE;7560;chap;c75chap60e
BOOST2020;CP_REVISE;6233;cpre;c62cpre33e
BOOST2020;CP_VOTE;6661;cpvo;c66cpvo61e
BOOST2020;FP_NV2;6712;fn2f;f67fn2f122
BOOST2020;FS_NV1;5910;fn1f;f59fn1f101
BOOST2020;FS_NV3;5156;fn3f;f51fn3f563
BOOST2020;IMPUTATION;6577;impu;i65impu77n
BOOST2020;LOCALITE;8384;loca;l83loca84e
BOOST2020;NE_NIV4;7813;nn4n;n78nn4n134
BOOST2020;NE_NV1;6764;nn1n;n67nn1n641
BOOST2020;NE_NV2;5532;nn2n;n55nn2n322
BOOST2020;NE_NV3;6618;nn3n;n66nn3n183
BOOST2020;ORDONNANCEMENT;6350;ordo;o63ordo50t
BOOST2020;PROGRAMME;8279;prog;p82prog79e
BOOST2021;ACTIONS;9515;acti;a95acti15s
BOOST2021;ANNEE;6722;anne;a67anne22e
BOOST2021;ARTICLE;6849;arti;a68arti49e
BOOST2021;CATEGORIE;6307;cate;c63cate07e
BOOST2021;CHAPITRE;6734;chap;c67chap34e
BOOST2021;CP_REVISE;6175;cpre;c61cpre75e
BOOST2021;CP_VOTE;6493;cpvo;c64cpvo93e
BOOST2021;FP_NV2;9086;fn2f;f90fn2f862
BOOST2021;FS_NV1;5372;fn1f;f53fn1f721
BOOST2021;FS_NV3;9222;fn3f;f92fn3f223
BOOST2021;IMPUTATION;9791;impu;i97impu91n
BOOST2021;LOCALITE;6498;loca;l64loca98e
BOOST2021;NE_NIV4;8643;nn4n;n86nn4n434
BOOST2021;NE_NV1;9393;nn1n;n93nn1n931
BOOST2021;NE_NV2;5938;nn2n;n59nn2n382
BOOST2021;NE_NV3;5185;nn3n;n51nn3n853
BOOST2021;ORDONNANCEMENT;5169;ordo;o51ordo69t
BOOST2021;PROGRAMME;8084;prog;p80prog84e
D11DE20202;ENC_BP;6370;enbp;e63enbp70p
D11DE20202;ENC_CLASSIF;7987;encl;e79encl87f
D11DE20202;ENC_CLE;6726;encl;e67encl26e
D11DE20202;ENC_CODMIN;9496;enco;e94enco96n
D11DE20202;ENC_DATE;5520;enda;e55enda20e
D11DE20202;ENC_DATE_LIQ;6211;edli;e62edli11q
D11DE20202;ENC_EMETTEUR;7542;enem;e75enem42r
D11DE20202;ENC_EMI;8099;enem;e80enem99i
D11DE20202;ENC_ETAB;7875;enet;e78enet75b
D11DE20202;ENC_FACTURE;5864;enfa;e58enfa64e
D11DE20202;ENC_FOURNIS;7634;enfo;e76enfo34s
D11DE20202;ENC_IMPUTB;9977;enim;e99enim77b
D11DE20202;ENC_IMPUTT;5334;enim;e53enim34t
D11DE20202;ENC_LIBELLE1;5596;el1e;e55el1e961
D11DE20202;ENC_LIBELLE2;8934;el2e;e89el2e342
D11DE20202;ENC_MARCHE;9302;enma;e93enma02e
D11DE20202;ENC_MDR;9214;enmd;e92enmd14r
D11DE20202;ENC_MDR_COMPTE;9820;emco;e98emco20e
D11DE20202;ENC_MDR_IMPUT;5096;emim;e50emim96t
D11DE20202;ENC_MDR_LIBELLE;8414;emli;e84emli14e
D11DE20202;ENC_MTTAXE_ENG;9881;emen;e98emen81g
D11DE20202;ENC_NB_REGL;7909;enre;e79enre09l
D11DE20202;ENC_NBREGL;5278;ennb;e52ennb78l
D11DE20202;ENC_ORIGINE;5710;enor;e57enor10e
D11DE20202;ENC_PC;9969;enpc;e99enpc69c
D11DE20202;ENC_PC2;8477;ep2e;e84ep2e772
D11DE20202;ENC_PIECE;8768;enpi;e87enpi68e
D11DE20202;ENC_PREC_MONTANT;6232;epmo;e62epmo32t
D11DE20202;ENC_REGLE;7640;enre;e76enre40e
D11DE20202;ENC_VISA;8123;envi;e81envi23a
D11DE20202;VIDE1;7010;vi1v;v70vi1v101
D11DE20202;VIDE2;6228;vi2v;v62vi2v282
D11DE20202;VIDE3;6677;vi3v;v66vi3v773
D11DE20202;VIDE8;7898;vi8v;v78vi8v988
D11DE20202;VIDE9;5424;vi9v;v54vi9v249
D17DATA73A;Colonne 0;6522;co0c;c65co0c220
D17DATA73A;Colonne 1;8028;co1c;c80co1c281
D17DATA73A;Colonne 2;5156;co2c;c51co2c562
D17DATA73A;Colonne 3;9876;co3c;c98co3c763
D17DATA73A;Colonne 4;6949;co4c;c69co4c494
D17DATA73A;Colonne 5;8958;co5c;c89co5c585
D17DATA73A;Colonne 6;8433;co6c;c84co6c336
D18DELI03O;ENC_BP;9090;enbp;e90enbp90p
D18DELI03O;ENC_CLASSIF;5591;encl;e55encl91f
D18DELI03O;ENC_CLE;5798;encl;e57encl98e
D18DELI03O;ENC_CODMIN;9411;enco;e94enco11n
D18DELI03O;ENC_DATE;6530;enda;e65enda30e
D18DELI03O;ENC_DATE_LIQ;8585;edli;e85edli85q
D18DELI03O;ENC_EMETTEUR;8996;enem;e89enem96r
D18DELI03O;ENC_EMI;7773;enem;e77enem73i
D18DELI03O;ENC_ETAB;7938;enet;e79enet38b
