procedureName;procedureSequence;abbreviation;correspondance
ps_Exec_VirementRegle_SL;3913;vrsl;xx_524_v39vrsl13l
ps_Exec_VueActeJuridique_R;2512;vajr;xx_524_v25vajr12r
ps_Exec_WebCourrier_Get_Dossier_List;3164;wcgd;xx_524_w31wcgd64t
ps_Exec_WebCourrier_GetDossierByNumDossier;3363;wcgd;xx_524_w33wcgd63r
ps_Exec_WebCourrierAnnulerBordereau;2297;wcab;xx_524_w22wcab97u
ps_Exec_WebCourrierAnnulerEmission;2236;wcae;xx_524_w22wcae36n
ps_Exec_WebCourrierCircuit_D;2446;wccd;xx_524_w24wccd46d
ps_Exec_WebCourrierCircuit_I;3108;wcci;xx_524_w31wcci08i
ps_Exec_WebCourrierCircuit_U;3936;wccu;xx_524_w39wccu36u
ps_Exec_WebCourrierCircuitTraitementByPosteAndUser;2109;wcct;xx_524_w21wcct09r
ps_Exec_WebCourrierDescription_D;3130;wcdd;xx_524_w31wcdd30d
ps_Exec_WebCourrierDescription_IU;2941;wcdi;xx_524_w29wcdi41u
ps_Exec_WebCourrierDescriptionParcours_SL;2152;wcdp;xx_524_w21wcdp52l
ps_Exec_WebCourrierDocument_D;2040;wcdd;xx_524_w20wcdd40d
ps_Exec_WebCourrierDocument_IU;2050;wcdi;xx_524_w20wcdi50u
ps_Exec_WebCourrierDossier_D;3152;wcdd;xx_524_w31wcdd52d
ps_Exec_WebCourrierDossier_I;2660;wcdi;xx_524_w26wcdi60i
ps_Exec_WebCourrierDossier_U;2010;wcdu;xx_524_w20wcdu10u
ps_Exec_WebCourrierDossierEchangerEntrePoste;3809;wcde;xx_524_w38wcde09e
ps_Exec_WebCourrierDossierEmisParPoste;3959;wcde;xx_524_w39wcde59e
ps_Exec_WebCourrierDossierEmission;2131;wcde;xx_524_w21wcde31n
ps_Exec_WebCourrierDossierGetOperateurSaisiByChapitre;2734;wcdg;xx_524_w27wcdg34e
ps_Exec_WebCourrierDossierHorsDelaiPoste;2964;wcdh;xx_524_w29wcdh64e
ps_Exec_WebCourrierDossierListingPoste;2958;wcdl;xx_524_w29wcdl58e
ps_Exec_WebCourrierDossierPiece_D;3239;wcdp;xx_524_w32wcdp39d
ps_Exec_WebCourrierDossierPiece_I;3375;wcdp;xx_524_w33wcdp75i
ps_Exec_WebCourrierDossierPiece_U;2578;wcdp;xx_524_w25wcdp78u
ps_Exec_WebCourrierDossierPiece_UI;3321;wcdp;xx_524_w33wcdp21i
ps_Exec_WebCourrierDossierReception;3450;wcdr;xx_524_w34wcdr50n
ps_Exec_WebCourrierDossierRecuParPoste;3213;wcdr;xx_524_w32wcdr13e
ps_Exec_WebCourrierDossierSaisiNonTransmis;2804;wcds;xx_524_w28wcds04s
ps_Exec_WebCourrierDossierSaisiPeriode;3118;wcds;xx_524_w31wcds18e
ps_Exec_WebCourrierDossierToPrint;2078;wcdt;xx_524_w20wcdt78t
ps_Exec_WebCourrierDossierType_D;2552;wcdt;xx_524_w25wcdt52d
ps_Exec_WebCourrierDossierType_I;1992;wcdt;xx_524_w19wcdt92i
ps_Exec_WebCourrierDossierType_U;2551;wcdt;xx_524_w25wcdt51u
ps_Exec_WebCourrierEmissionBordereau;2067;wceb;xx_524_w20wceb67u
ps_Exec_WebCourrierFindPosteTraitement;3531;wcfp;xx_524_w35wcfp31t
ps_Exec_WebCourrierFindPosteTraitementbyKey;2902;wcfp;xx_524_w29wcfp02y
ps_Exec_WebCourrierGetDocumentById;2299;wcgd;xx_524_w22wcgd99d
ps_Exec_WebCourrierGetDossierByNumDossier;3811;wcgd;xx_524_w38wcgd11r
ps_Exec_WebCourrierGetDossiersTypes;3459;wcgd;xx_524_w34wcgd59s
ps_Exec_WebCourrierGetDossierTypeByKey;2329;wcgd;xx_524_w23wcgd29y
ps_Exec_WebCourrierGetDossierUser;2238;wcgd;xx_524_w22wcgd38r
ps_Exec_WebCourrierGetEtapesOfParcours;1902;wcge;xx_524_w19wcge02s
ps_Exec_WebCourrierGetHistoriqueDossier;2827;wcgh;xx_524_w28wcgh27r
ps_Exec_WebCourrierGetListDocumentByCircuit;3117;wcgl;xx_524_w31wcgl17t
ps_Exec_WebCourrierGetListDossierType;2313;wcgl;xx_524_w23wcgl13e
ps_Exec_WebCourrierGetListeBordereauEmis;3747;wcgl;xx_524_w37wcgl47s
ps_Exec_WebCourrierGetListeBordereauRecu;2900;wcgl;xx_524_w29wcgl00u
ps_Exec_WebCourrierGetListeCourrierDossier;4000;wcgl;xx_524_w40wcgl00r
ps_Exec_WebCourrierGetListeCourrierDossierPieceByCourrierDossierId;2257;wcgl;xx_524_w22wcgl57d
ps_Exec_WebCourrierGetListeDossierAnnuler;2460;wcgl;xx_524_w24wcgl60r
ps_Exec_WebCourrierGetListeDossierRecherche;2223;wcgl;xx_524_w22wcgl23e
ps_Exec_WebCourrierGetListePiecesDossier;2718;wcgl;xx_524_w27wcgl18r
ps_Exec_WebCourrierGetListePiecesJointes;2501;wcgl;xx_524_w25wcgl01s
ps_Exec_WebCourrierGetListePosteTraitement;3484;wcgl;xx_524_w34wcgl84t
ps_Exec_WebCourrierGetListePosteTraitementOfUser;2919;wcgl;xx_524_w29wcgl19r
ps_Exec_WebCourrierGetListePosteTraitementOfUserChapitre;3392;wcgl;xx_524_w33wcgl92e
ps_Exec_WebCourrierGetListePosteTraitementsEmetteurs;3744;wcgl;xx_524_w37wcgl44s
ps_Exec_WebCourrierGetListePosteTraitementsRecepteurs;2582;wcgl;xx_524_w25wcgl82s
ps_Exec_WebCourrierGetListeUserPosteTraitement;3924;wcgl;xx_524_w39wcgl24t
ps_Exec_WebCourrierGetListeUserPosteTraitementByChap;3012;wcgl;xx_524_w30wcgl12p
ps_Exec_WebCourrierGetListeUserPosteTraitementByExChap;3655;wcgl;xx_524_w36wcgl55p
ps_Exec_WebCourrierGetListeUserPosteTraitementsRecepteurs;2425;wcgl;xx_524_w24wcgl25s
ps_Exec_WebCourrierGetListMouvementDossierId;3291;wcgl;xx_524_w32wcgl91d
ps_Exec_WebCourrierGetListParcours;2160;wcgl;xx_524_w21wcgl60s
ps_Exec_WebCourrierGetMaxNumBordereauEnvoi;3497;wcgm;xx_524_w34wcgm97i
ps_Exec_WebCourrierGetMaxNumBordereauReception;1956;wcgm;xx_524_w19wcgm56n
ps_Exec_WebCourrierGetMouvementDossier;2685;wcgm;xx_524_w26wcgm85r
ps_Exec_WebCourrierGetMouvementDossiers;3568;wcgm;xx_524_w35wcgm68s
ps_Exec_WebCourrierGetMouvementsDossier;2347;wcgm;xx_524_w23wcgm47r
ps_Exec_WebCourrierGetNumBordereauEmission;2120;wcgn;xx_524_w21wcgn20n
ps_Exec_WebCourrierGetParcoursById;3861;wcgp;xx_524_w38wcgp61d
ps_Exec_WebCourrierGetParcoursByType;3909;wcgp;xx_524_w39wcgp09e
ps_Exec_WebCourrierGetPieceJointe;2013;wcgp;xx_524_w20wcgp13e
ps_Exec_WebCourrierGetPieceJointeByKey;3468;wcgp;xx_524_w34wcgp68y
ps_Exec_WebCourrierGetPostesTraitementEnregistrement;3276;wcgp;xx_524_w32wcgp76t
ps_Exec_WebCourrierGetPosteTraitementbyCode;3346;wcgp;xx_524_w33wcgp46e
ps_Exec_WebCourrierGetSyntheseDossier;1965;wcgs;xx_524_w19wcgs65r
ps_Exec_WebCourrierGetUserByPosteTraitement;2914;wcgu;xx_524_w29wcgu14t
ps_Exec_WebCourrierGraphe_D;2009;wcgd;xx_524_w20wcgd09d
ps_Exec_WebCourrierGraphe_I;2953;wcgi;xx_524_w29wcgi53i
ps_Exec_WebCourrierHistorique_I;2105;wchi;xx_524_w21wchi05i
ps_Exec_WebCourrierHistorique_ListeDossierByDossierId;3946;wchl;xx_524_w39wchl46d
ps_Exec_WebCourrierIsPosteCloture;3075;wcip;xx_524_w30wcip75e
ps_Exec_WebCourrierIsPosteEnregistrement;2965;wcip;xx_524_w29wcip65t
ps_Exec_WebCourrierListeCircuitByUserAndTypeDossier;3395;wclc;xx_524_w33wclc95r
ps_Exec_WebCourrierListeCircuitEmission;2473;wclc;xx_524_w24wclc73n
ps_Exec_WebCourrierListeCourrierDossierByExerciceChapitre;2118;wclc;xx_524_w21wclc18e
ps_Exec_WebCourrierListeDossierEmisByNumBordereau;2715;wcld;xx_524_w27wcld15u
ps_Exec_WebCourrierListeDossierEmisByNumBordereauAndPosteRecepteur;3053;wcld;xx_524_w30wcld53r
ps_Exec_WebCourrierListeDossierRecuByNumBordereau;2797;wcld;xx_524_w27wcld97u
ps_Exec_WebCourrierListeDossiersAEmettre;2676;wcld;xx_524_w26wcld76e
ps_Exec_WebCourrierListePosteTraitementAffecteByChCodeAndUser;3724;wclp;xx_524_w37wclp24r
ps_Exec_WebCourrierListePosteTraitementAffecteByUser;2851;wclp;xx_524_w28wclp51r
ps_Exec_WebCourrierListePosteTraitementAffectees;2809;wclp;xx_524_w28wclp09s
ps_Exec_WebCourrierListNumBordereauxEmis;3407;wcln;xx_524_w34wcln07s
ps_Exec_WebCourrierListNumBordereauxRecus;2188;wcln;xx_524_w21wcln88s
ps_Exec_WebCourrierMouvement_IU;3490;wcmi;xx_524_w34wcmi90u
ps_exec_WebCourrierParcours_D;2925;ewcp;xx_237_e29ewcp25d
ps_exec_WebCourrierParcours_IU;2445;ewcp;xx_237_e24ewcp45u
ps_Exec_WebCourrierParcoursList;3398;wcpl;xx_524_w33wcpl98t
ps_Exec_WebCourrierPieceJointe_D;3031;wcpj;xx_524_w30wcpj31d
